Netzwerkforschung Sprecher,Quelle_Inst,function,activity,Zeitraum,Institution,spezifische Institution,SOFISwiki_Inst,SOFISwiki_instID
"Liegl, Michael",http://www.theorie.soziologie.uni-mainz.de/dr-michael-liegl/,Research Scholar,Ethnographische Feldforschung für Dissertationsprojekt,2005/03 - 2005/10," „New School for Social Research”, New York City",n,"New School for Social Research New York (New York)",10684
"Liegl, Michael",http://www.theorie.soziologie.uni-mainz.de/dr-michael-liegl/,Wissenschaftlicher Mitarbeiter,n,2006/04 - 2014/12,Johannes Gutenberg Universität Mainz,n,"Johannes Gutenberg-Universität Mainz (Mainz)",3336
"Liegl, Michael",http://www.theorie.soziologie.uni-mainz.de/dr-michael-liegl/,Promotion ,Soziologie,2008/03,n,n,n,n
"Lindemann, Gesa",Universität Oldenburg,Diplom,Soziologie,1985,n,,n,n
"Lindemann, Gesa",Universität Oldenburg,Wissenschaftliche Angestellte,Erarbeitung einer Konzeption für ein interdisziplinäres Institut für Sexualwissenschaft.,1987-1988,Magnus-Hirschfeld-Gesellschaft,,n,n
"Lindemann, Gesa",Universität Oldenburg,Wissenschaftliche Angestellte,"Planung und Durchführung eines Forschungsprojektes ""Zur sozialen Konstruktion von Geschlecht""",1990-1992,Magnus-Hirschfeld-Gesellschaft,,n,n
"Lindemann, Gesa",Universität Oldenburg,"Als Vertreterin der Magnus-Hirschfeld-Gesellschaft Mitarbeit am Memorandum ""Für ein Institut für Geschlechter- und Sexualforschung an der Humboldt-Universität zu Berlin"". ",,1991,Magnus-Hirschfeld-Gesellschaft,,n,n
"Lindemann, Gesa",Universität Oldenburg,Ausarbeitung des Forschungsprojekts zum Promotionsprojekt,"Forschungsprojekt: ""Zur sozialen Konstruktion von Geschlecht""",1991/08-1993,Universität Bremen,,Universität Bremen (Bremen),3303
"Lindemann, Gesa",Universität Oldenburg,Promotion,Dr. phil.,1993,Universität Bremen,,Universität Bremen (Bremen),3303
"Lindemann, Gesa",Universität Oldenburg,Lehrbeauftragte,Institut für Soziologie,1993-1994,Freie Universität Berlin ,,Insitut für Soziologie (Berlin),21975
"Lindemann, Gesa",Universität Oldenburg,Wissenschaftliche Mitarbeiterin,Gesellschaft- und Politikanalyse,1994/07-1999/06,Goethe-Universität,"Gesellschafts- und Politikanalyse, Fachbereich Gesellschaftswissenschaften",Institut für Gesellschafts- und Politikanalyse (Frankfurt am Main),22493
"Lindemann, Gesa",Universität Oldenburg,Vertrauensdozentin,,1996-?,Heinrich-Böll-Stiftung,,Heinrich Böll Stiftung e.V. (Berlin),12504
"Lindemann, Gesa",Universität Oldenburg,Mitarbeit in der Arbeitsgruppe,"Arbeitsgruppe: ""Sterben und Tod""",1997-2000,Akademie für Ethik in der Medizin,,n,n
"Lindemann, Gesa",Universität Oldenburg,"Abschluss des Habilitationsverfahrens, Verleihung der Privatdozentur",,2001/01,n,,n,n
"Lindemann, Gesa",Universität Oldenburg,Vertretung der Professur,Soziologie,2002/04-2003/03,Ludwig-Maximilians-Universität München,Institut für Soziologie,Institut für Soziologie (München),8978
"Lindemann, Gesa",Universität Oldenburg,Lehrbeauftragte,Soziologie,2003/10-2004/03,Technische Universität Berlin,,Technische Universität Berlin (Berlin),3192
"Lindemann, Gesa",Universität Oldenburg,Wissenschaftlich verantwortliche Leitung eines DFG-geförderten Forschungsprojekts,"DFG-Projekt: ""Bewusstsein und anthropologische Differenz. Eine vergleichende Untersuchung der neurowissenschaftlichen Bewusstseinsforschung bei menschenlichen Personen und Tieren""",2003/12-?,Technische Universität Berlin,,Technische Universität Berlin (Berlin),3192
"Lindemann, Gesa",Universität Oldenburg,Vertretung der Professur,Allgemeine Soziologie und soziologische Theorie,2004/04-2004/09,Universität Bielefeld,Allgemeine Soziologie und soziologische Theorie,Arbeitsbereich I Theoretische Soziologie Professur für Allgemeine Soziologie und Soziologische Theorie Prof. Dr. Heintz (Bielefeld),69679
"Lindemann, Gesa",Universität Oldenburg,Wissenschaftlich verantwortliche Leitung eines DFG-geförderten Forschungsprojekts (Weiterführung des Projektes),"DFG-Projekt: ""Bewusstsein und anthropologische Differenz. Eine vergleichende Untersuchung der neurowissenschaftlichen Bewusstseinsforschung bei menschenlichen Personen und Tieren""",2004/10-?,Technische Universität Berlin,,Technische Universität Berlin (Berlin),3192
"Lindemann, Gesa",Universität Oldenburg,Visiting Professor,,2005/06,Exeter University,,University of Exeter (Exeter),27716
"Lindemann, Gesa",Universität Oldenburg,Visiting Professor,,2005/09,State University of Rio de Janeiro,,n,n
"Lindemann, Gesa",Universität Oldenburg,Visiting Scholar,,2006/02-2006/03,Harvard University,,Harvard University Cambridge (Cambridge),1473
"Lindemann, Gesa",Universität Oldenburg,Professur,Soziologie,2007/06-,Carl von Ossietzky Universität ,Institut für Sozialwissenschaften,Institut für Sozialwissenschaften (Oldenburg),32192
"Littig, Beate",http://www.ihs.ac.at/fileadmin/public/cv/cvlittigengl.pdf,Studium," Sociology, History, Philosophy, Psychology ",1981-87,Universität Göttingen,n,"Georg-August-Universität Göttingen (Göttingen)",9292
"Littig, Beate",http://www.ihs.ac.at/fileadmin/public/cv/cvlittigengl.pdf,Studium," Sociology, History, Philosophy, Psychology ",1981-87,Universität Hamburg,n,"Universität Hamburg (Hamburg)",3322
"Littig, Beate",http://www.ihs.ac.at/fileadmin/public/cv/cvlittigengl.pdf,Studium," Sociology, History, Philosophy, Psychology ",1981-87,Freie Universität Berlin,n,"Freie Universität Berlin (Berlin)",1255
"Littig, Beate",http://www.ihs.ac.at/fileadmin/public/cv/cvlittigengl.pdf,Diplom,Sociology,1987,n,n,n,n
"Littig, Beate",http://www.ihs.ac.at/fileadmin/public/cv/cvlittigengl.pdf,Scholarship,n,1984-87," Begabtenförderungswerkes der Evangelischen Kirche
Deutschlands in Villigst",n,n,n
"Littig, Beate",http://www.ihs.ac.at/fileadmin/public/cv/cvlittigengl.pdf,Postgraduate Programm,Sociology,1990-92," Institute for Advanced Studies
Vienna ",n,n,n
"Littig, Beate",http://www.ihs.ac.at/fileadmin/public/cv/cvlittigengl.pdf,Ph.D.,n,1995, FernUniversität Hagen/Germany,n,"Fernuniversität Hagen (Hagen)",1098
"Littig, Beate",http://www.ihs.ac.at/fileadmin/public/cv/cvlittigengl.pdf,Habilitation,Sociology,2001,University of Vienna, Institute for Sociology,"Institut für Soziologie
Fak. für Sozialwissenschaften (Wien)
Universität Wien (Wien)",727140
"Littig, Beate",http://www.ihs.ac.at/fileadmin/public/cv/cvlittigengl.pdf,Research Assistent,Beschäftigung,1987-89, Daimler-Benz AG,Technology and Society,n,n
"Littig, Beate",http://www.ihs.ac.at/fileadmin/public/cv/cvlittigengl.pdf,Research Assistent,Beschäftigung,1994-96," Institute for Advanced
Studies, Vienna",e Department of Sociology,n,n
"Littig, Beate",http://www.ihs.ac.at/fileadmin/public/cv/cvlittigengl.pdf,Assistent Professor,Beschäftigung,1996-2005," Institute of Advanced Studies ,Vienna",n,n,n
"Littig, Beate",http://www.ihs.ac.at/fileadmin/public/cv/cvlittigengl.pdf,Universitätsdozentin,Beschäftigung,n, University of Vienna,n,"Institut für Soziologie
Fak. für Sozialwissenschaften (Wien)
Universität Wien (Wien)",727140
"Littig, Beate",http://www.ihs.ac.at/fileadmin/public/cv/cvlittigengl.pdf,lecturer,Beschäftigung,n,Vienna University of Economics and Business,n,"Wirtschaftsuniversität Wien (Wien)",3523
"Littig, Beate",http://www.ihs.ac.at/fileadmin/public/cv/cvlittigengl.pdf,Guest Professor,Beschäftigung,2015/03-05,University of Vienna , Political Science Department,"Institut für Politikwissenschaft
Fak. für Sozialwissenschaften (Wien)
Universität Wien (Wien)",9273
"Littig, Beate",http://www.ihs.ac.at/fileadmin/public/cv/cvlittigengl.pdf,Head of the Department of Sociology,Beschäftigung,2005 - ," Institute for Advanced Studies,
Vienna",n,n,n
"Loch, Ulrike",Universität Klagenfurt,Studium,Sozialwesen,?,Gesamthochschule Kassel,,n,n
"Loch, Ulrike",Universität Klagenfurt,Promotion,"Thema: ""Sexualisierte Gewalt in Kriegs- und Nachkriegskindheiten""",2005,Universität Kassel,Fachbereich Sozialwesen,FB 04 Sozialwesen (Kassel),725998
"Loch, Ulrike",Universität Klagenfurt,Lehr- und Forschungstätigkeiten,,?,Univrsität Kassel,Fachbereich Sozialwesen,FB 04 Sozialwesen (Kassel),725998
"Loch, Ulrike",Universität Klagenfurt,Lehr- und Forschungstätigkeiten,,?,Humboldt-Universität Berlin,,Humboldt-Universität Berlin (Berlin),12708
"Loch, Ulrike",Universität Klagenfurt,Lehr- und Forschungstätigkeiten,,?,Hochschule für angewandte WIssenschaft Holzminden,,"Hochschule für Angewandte Wissenschaft und Kunst -HAWK- Hildesheim, Holzminden, Göttingen (Hildesheim)",11731
"Loch, Ulrike",Universität Klagenfurt,Lehr- und Forschungstätigkeiten,,?,Ludwig-Maximilians-Universität München,,Ludwig-Maximilians-Universität München (München),3339
"Loch, Ulrike",Universität Klagenfurt,Assistenzprofessorin,"Sozialpädagogik der Lebensalter; Habilitationsthema: ""Kinderschutz mit psychisch erkrankten Eltern. Ethnografie im Jugendamt.""",2008-,Universität Klagenfurt,Insitut für Erziehungswissenschaft und Bildungsforschung,Institut für Erziehungswissenschaft und Bildungsforschung (Klagenfurt),727074
"Lorenz, Stephan",Universität Jena,Promotionsstipendium ,n,2001 - 2005, Heinrich-Böll-Stiftung,n,"Heinrich Böll Stiftung e.V. (Berlin)
",12504
"Lorenz, Stephan",Universität Jena,Lehr- und Prüfungsbeauftragter,n,SoSe 2005 -,Universität Jena,Institut für Soziologie,"Institut für Soziologie
Fak. für Sozial- und Verhaltenswissenschaften (Jena)
Friedrich-Schiller-Universität Jena (Jena)",14662
"Lorenz, Stephan",Universität Jena,Wiss. Mitarbeiter,Forschungskooperation mit Institut für Geographie Jena,2006/04-09,Universität Jena,Lehrstuhl von Prof. Hartmut Rosa,"Institut für Soziologie
Fak. für Sozial- und Verhaltenswissenschaften (Jena)
Friedrich-Schiller-Universität Jena (Jena)",14662
"Lorenz, Stephan",Universität Jena,Post-doc-Stipendiat,n,2006/10-2007/09,Fritz Thyssen Stiftung,n,"Fritz Thyssen Stiftung (Köln)",1277
"Lorenz, Stephan",Universität Jena,Lehrbeauftragter und wiss. Mitarbeiter (Werkvertrag),n,2007/10-2008/03,Friedrich-Schiller-Universität Jena,"Lehrstuhl von Prof. Hartmut Rosa, Institut für Soziologie","Institut für Soziologie
Fak. für Sozial- und Verhaltenswissenschaften (Jena)
Friedrich-Schiller-Universität Jena (Jena)",14662
"Lorenz, Stephan",Universität Jena,Eigene Stelle,n,2008/04-2010/03,DFG Projekt," ""Zwischen Konsumismus und 'Überflüssigkeit' - Eine prozedural-methodologische Analyse gesellschaftlichen Überflusses am Beispiel Lebensmittel""","Deutsche Forschungsgemeinschaft (Bonn)",9494
"Lorenz, Stephan",Universität Jena,Eigene Stelle,n,2010/11-2011/04,DFG Projekt," ""Zwischen Konsumismus und 'Überflüssigkeit' - Eine prozedural-methodologische Analyse gesellschaftlichen Überflusses am Beispiel Lebensmittel""","Deutsche Forschungsgemeinschaft (Bonn)",9494
"Lorenz, Stephan",Universität Jena,Wiss. Mitarbeiter,n,2010/05-2010/10,Friedrich-Schiller-Universität Jena,"Lehrstuhl von Prof. Hartmut Rosa, Institut für Soziologie","Institut für Soziologie
Fak. für Sozial- und Verhaltenswissenschaften (Jena)
Friedrich-Schiller-Universität Jena (Jena)",14662
"Lorenz, Stephan",Universität Jena,Wiss. Mitarbeiter,n,2011/05-2012/04,Friedrich-Schiller-Universität Jena,"Lehrstuhl von Prof. Hartmut Rosa, Institut für Soziologie","Institut für Soziologie
Fak. für Sozial- und Verhaltenswissenschaften (Jena)
Friedrich-Schiller-Universität Jena (Jena)",14662
"Lorenz, Stephan",Universität Jena,Eigenes umweltsoziologisches Forschungsprojekt,n,2012/05-2016/02,Förderung: VolkswagenStiftung,n,n,n
"Lorenz, Stephan",Universität Jena,Vertretung der Professur,n,2013/04-2013/09,FSU Jena,Professur für Allgemeine und theoretische Soziologie am Institut für Soziologie,"Institut für Soziologie Lehrstuhl für allgemeine und theoretische Soziologie
Fak. für Sozial- und Verhaltenswissenschaften (Jena)
Friedrich-Schiller-Universität Jena (Jena)",13833
"Lorenz, Stephan",Universität Jena,Fellow ,n,2014/02, DFG-Kolleg Postwachstumsgesellschaften,n,"Deutsche Forschungsgemeinschaft (Bonn)",9494
"Lorenz, Stephan",Universität Jena,Fellow ,n,2016/03, DFG-Kolleg Postwachstumsgesellschaften,n,"Deutsche Forschungsgemeinschaft (Bonn)",9494
"Lorenz, Stephan",Universität Jena,Vertretung der Professur,n,2016/04-2016/09,FSU Jena,Vertretung der Professur für Allgemeine und theoretische Soziologie am Institut für Soziologie,"Institut für Soziologie Lehrstuhl für allgemeine und theoretische Soziologie
Fak. für Sozial- und Verhaltenswissenschaften (Jena)
Friedrich-Schiller-Universität Jena (Jena)",13833
"Lorenz, Stephan",Universität Jena,Fellow ,n,2016/10-11,DFG-Kolleg Postwachstumsgesellschaften,n,"Deutsche Forschungsgemeinschaft (Bonn)",9494
"Lorenz, Stephan",Universität Jena,Fellow ,n,2017/06,DFG-Kolleg Postwachstumsgesellschaften,n,"Deutsche Forschungsgemeinschaft (Bonn)",9494
"Lorenz, Stephan",Universität Jena,Vertretung der Professuren,n,2017/10-,FSU Jena,Professur Allgemeine und Theoretische Soziologie ,"Institut für Soziologie Lehrstuhl für allgemeine und theoretische Soziologie
Fak. für Sozial- und Verhaltenswissenschaften (Jena)
Friedrich-Schiller-Universität Jena (Jena)",13833
"Lorenz, Stephan",Universität Jena,Vertretung der Professuren,n,2017/10-,FSU Jena,"Professur Arbeits-, Industrie- und Wirtschaftssoziologie","Institut für Soziologie Lehrstuhl für Arbeits-, Industrie- und Wirtschaftssoziologie
Fak. für Sozial- und Verhaltenswissenschaften (Jena)
Friedrich-Schiller-Universität Jena (Jena)
",13835
"Lucht, Petra",TU Berlin,Diplomstudium,Physik,1986-1993,Universität Kiel,,Christian-Albrechts-Universität zu Kiel (Kiel),3330
"Lucht, Petra",TU Berlin,Forschungspraktikum,Biomedizin,1991/09,Universität Mexiko-Stadt,,n,n
"Lucht, Petra",TU Berlin,Forschungsarbeiten,,1994/05-1995/07,Universität Bremen,,Universität Bremen (Bremen),3303
"Lucht, Petra",TU Berlin,Gastwissenschaftlerin ,"""Programm in Women's Studies""",1994-1996,Massachusetts Institute of Technology -MIT-,,Massachusetts Institute of Technology -MIT- (Cambridge),2448
"Lucht, Petra",TU Berlin,Gastwissenschaftlerin ,,1996-1998,Harvard University,,Harvard University Cambridge (Cambridge),1473
"Lucht, Petra",TU Berlin,Promotionsstudium,,1996-2001,Universität Hamburg,,Universität Hamburg (Hamburg),3322
"Lucht, Petra",TU Berlin,Promotionsstudium,,1996-2001,Universität Kiel,,Christian-Albrechts-Universität zu Kiel (Kiel),3330
"Lucht, Petra",TU Berlin,Promotionsstudium,,1996-2001,Universität Bremen,,Universität Bremen (Bremen),3303
"Lucht, Petra",TU Berlin,Promotionsstudium,,1996-2001,Boston University,,Boston University (Boston),14150
"Lucht, Petra",TU Berlin,Promotionsstudium,,1996-2001,Massachusetts Institute of Technology -MIT-,,Massachusetts Institute of Technology -MIT- (Cambridge),2448
"Lucht, Petra",TU Berlin,Promotionsstudium,,1996-2001,Harvard University,,Harvard University Cambridge (Cambridge),1473
"Lucht, Petra",TU Berlin,Promotion ,Dissertationstitel: Zur Herstellung epistemischer Autorität. Die Konstruktion des Wissenschaftsverständnisses der Physik von DoktorandInnen einer renommierten Universität in den USA.,2001,Universität Hamburg,,Universität Hamburg (Hamburg),3322
"Lucht, Petra",TU Berlin,Wissenschaftliche Mitarbeiterin,"Naturschutz und Landschaftsökologie, Projekt: ""Schöne Natur und selbständiger Naturprozess - Geschlechtersymbolismen im Naturschutzdiskurs""",2001/11-2003/10,Universität Lüneburg,,Leuphana Universität Lüneburg (Lüneburg),1535
"Lucht, Petra",TU Berlin,Gastwissenschaftlerin ,Drittmittelakquision im Bereich Nachhaltigkeitsforschung,2004/04-2004/11,Technische Universität Berlin,Zentrum für Technik und Gesellschaft,Zentrum Technik und Gesellschaft (Berlin),20429
"Lucht, Petra",TU Berlin,Wissenschaftliche Assistentin,,2004/12-2013/04,Technische Universität Berlin,Fakultät für Geisteswissenschaften,Fak. I Geisteswissenschaften (Berlin),24393
"Lucht, Petra",TU Berlin,Gastprofessur,,2008/05-2009/09,Technische Universität Berlin,Fakultät für Mathematik und Naturwissenschaften,Fak. II Mathematik und Naturwissenschaften (Berlin),24394
"Lucht, Petra",TU Berlin,Professurvertretung,"""Soziologie mit Schwerpunkt Gender und Lebenslaufforschung""",2011/10-2012/09,Rheinisch-Westfälische Technische Hochschule Aachen ,Institut für Soziologie,Institut für Soziologie (Aachen),9254
"Lucht, Petra",TU Berlin,Gastprofessorin,"""Gender Studies in den Ingenieurswissenschaften""",2013/04-,Technische Universität Berlin,Fakultät für Geisteswissenschaften,Fak. I Geisteswissenschaften (Berlin),24393
"Lueger, Manfred",Wirtschaftsuniversität Wien,Studium,"Psychologie, Politikwissenschaft, Soziologie, Pädagogik",n,Universität Wien,n,"Universität Wien (Wien)
",3351
"Lueger, Manfred",Wirtschaftsuniversität Wien,Sponsion,Soziologie,1983,n,n,n,n
"Lueger, Manfred",Wirtschaftsuniversität Wien,Beschäftigung,n,1982 -,Wirtschaftsuniversität Wien,Institut für Soziologie und Empirische Sozialforschung,"Department für Sozialwissenschaften
Wirtschaftsuniversität Wien (Wien)",29705
"Lueger, Manfred",Wirtschaftsuniversität Wien,Promotion,Soziologie,1990,n,n,n,n
"Lueger, Manfred",Wirtschaftsuniversität Wien,Forschungs- und Studienaufenthalt,n,1993,University of California San Francisco,Department of Social & Behavioral Sciences,n,n
"Lueger, Manfred",Wirtschaftsuniversität Wien,Gastprofessur,n,1996,"Zentrum für Umfragen, Methoden und Analysen in Mannheim",n,"Zentrum für Umfragen, Methoden und Analysen (Mannheim)",3593
"Lueger, Manfred",Wirtschaftsuniversität Wien,Habilitation,Soziologie,2000,n,n,n,n
