,Quelle_Inst,function,activity,Zeitraum,Institution,spezifische Institution,SOFISwiki_Inst/Projekt,SOFISwiki_instID/Projekt-ID
"Friedrichs, Jürgen",Springer,Wissenschaftlicher Assistent,am Seminar für Sozialwissenschaften,1969/03-1974/09,Universität Hamburg,,Universität Hamburg (Hamburg),3322
"Friedrichs, Jürgen",Springer,Professur,Soziologie,1974/09-1983/02,Universität Hamburg,,Universität Hamburg (Hamburg),3322
"Friedrichs, Jürgen",Springer,Gründer und Leiter,der Forschungsstelle Vergleichende Stadtforschung,1982/07,Universität Hamburg,,Universität Hamburg (Hamburg),3322
"Friedrichs, Jürgen",Springer,Professor und Inhaber des Lehrstuhls,Soziologie,1983/02-1991/03,Universität Hamburg,,Universität Hamburg (Hamburg),3322
"Friedrichs, Jürgen",Uni Köln,Director of Research Institute,Soziologie,1991/04-2003,Universität Köln,,Universität zu Köln (Köln),3327
"Friedrichs, Jürgen",Uni Köln,Gastprofessor,,1998,Universität Utrecht,,Utrecht University (Utrecht),19936
"Friedrichs, Jürgen",Uni Köln,Director of Institute of Applied Science,,2003-2007 (em.),Universität Köln,,Universität zu Köln (Köln),3327
"Friedrichs, Jürgen",Uni Köln,Gastprofessor,,2007/02-2007/07,Universität Antwerpen,,University of Antwerp (Antwerpen),19455
"Falter, Jürgen W.",Uni Mainz,Studium ,Politikwissenschaft und Neuere Geschichte,1963-1968,Universität Heidelberg,,Universität Heidelberg (Heidelberg),3324
"Falter, Jürgen W.",Uni Mainz,Studium ,Politikwissenschaft und Neuere Geschichte,1963-1968,Freie Universität Berlin,,Freie Universität Berlin (Berlin),1255
"Falter, Jürgen W.",Uni Mainz,Diplom,Politische Wissenschaft,1986,Freie Universität Berlin,,Freie Universität Berlin (Berlin),1255
"Falter, Jürgen W.",Uni Mainz,Studium ,Methoden-Sommerkurs des Inter University Consortiums for Political and Social Research,1969-1970,University of California in Berkeley,,University of California Berkeley (Berkeley),3269
"Falter, Jürgen W.",Uni Mainz,Studium ,Methoden-Sommerkurs des Inter University Consortiums for Political and Social Research,1969-1970,University of Michigan,,University of Michigan (Ann Arbor),9913
"Falter, Jürgen W.",Uni Mainz,Wissenschaftlicher Mitarbeiter,Theorie und Soziologie der Politik,1970-1973,Universität des Saarlandes,Wirtschafts- und Rechtswissenschaftliche Fakultät,Fak. 01 Rechts- und Wirtschaftswissenschaft (Saarbrücken),23699
"Falter, Jürgen W.",Uni Mainz,Promotion,"Dr. rer. pol.; Dissertationstitel: ""Faktoren der Wahlentscheidung. Eine wahlsoziologische Analyse am Beispiel der saarländischen Landtagswahl 1970.""",1973,Universität des Saarlandes,Wirtschafts- und Rechtswissenschaftliche Fakultät,Fak. 01 Rechts- und Wirtschaftswissenschaft (Saarbrücken),23699
"Falter, Jürgen W.",Uni Mainz,Professor,Methodologie der Sozialwissenschaften und für Politische Soziologie im Fachbereich Pädagogik,1973-1983,Universität der Bundeswehr München (Neubiberg),Fakultät für Pädagogik,Institut für Soziologie und Gesellschaftspolitik Professur für Sozialwissenschaftliche Methodenlehre (Neubiberg),21555
"Falter, Jürgen W.",Uni Mainz,Kennedy Memorial Research Fellow ,European Studies,1977-1978,Harvard University,,Harvard University Cambridge (Cambridge),1473
"Falter, Jürgen W.",Uni Mainz,Visiting Professor,,1980-1981,John Hopkins University Bologna,,Università di Bologna (Bologna),13442
"Falter, Jürgen W.",Uni Mainz,Habilitation,"Thema: ""Der Behavioralismusstreit in der amerikanischen Politikwissenschaft 1945-1975.""",1981,Universität des Saarlandes,Wirtschafts- und Rechtswissenschaftliche Fakultät,Fak. 01 Rechts- und Wirtschaftswissenschaft (Saarbrücken),23699
"Falter, Jürgen W.",Uni Mainz,Professor,Politikwissenschaft und Vergleichende Faschismusforschung,1983-1992,Freie Universität Berlin,,Freie Universität Berlin (Berlin),1255
"Falter, Jürgen W.",Uni Mainz,Leiter ,"des Arbeitsbereiches ""Vergleichende Faschismusforschung"" am Zentralinstitut für sozialwissenschaftliche Forschung Berlin",1983-1992,Freie Universität Berlin,,Freie Universität Berlin (Berlin),1255
"Falter, Jürgen W.",Uni Mainz,Hill Visiting Professor,,1992/07-1992/12,University of Minnesota,,,
"Falter, Jürgen W.",Uni Mainz,Professor,"Politikwissenschaft mit dem Schwerpunkt ""Politische Systeme"" und ""Innenpolitik""",1993-2012,Universität Mainz,,Johannes Gutenberg-Universität Mainz (Mainz),3336
"Falter, Jürgen W.",Uni Mainz,Fellow,,1999-2000,Wissenschaftskolleg zu Berlin,,n,n
"Falter, Jürgen W.",Uni Mainz,Dekan,Medien und Sport im Fachbereich Sozialwissenschaften,2005-2008,Universität Mainz,Fachbereich für Sozialwissenscahften,"FB 02 Sozialwissenschaften, Medien und Sport (Mainz)",4153
"Falter, Jürgen W.",Uni Mainz,Senior-Forschungsprofessor,Medien und Sport,2012/04-,Universität Mainz,Fachbereich für Sozialwissenscahften,"FB 02 Sozialwissenschaften, Medien und Sport (Mainz)",4153
"Zinnecker, Jürgen",Uni Siegen,Promotion,,1971,Freie Universität Berlin,,Freie Universität Berlin (Berlin),1255
"Zinnecker, Jürgen",Uni Siegen,,,?,Bildungstechnologisches Zentrum in Wiesbaden,,n,n
"Zinnecker, Jürgen",Uni Siegen,Professor ,,1981-1986,Universität Marburg,,Philipps-Universität Marburg (Marburg),3338
"Zinnecker, Jürgen",Nachruf: http://www.bildungssoziologie.de/Nachruf%20J%FCrgen%20Zinnecker.pdf,Gründung,"des Siegener Zentrums für Kindheits-, Jugend- und Biographieforschung",1981,"Siegener Zentrum für Kindheits-, Jugend- und Biographieforschung ",,"Siegener Zentrum für Kindheits-, Jugend- und Biographieforschung -SiZe- (Siegen)",23945
"Zinnecker, Jürgen",Uni Siegen,Professor ,Erziehungswissenschaften mit Schwepunkt Sozialpädagogik,1986-2006,Universität Siegen,,Universität Siegen (Siegen),3358
"Huinink, Johannes",Uni Bremen,Diplom,Mathematik,1976,Universität Münster,,Westfälische Wilhelms-Universität Münster (Münster),3340
"Huinink, Johannes",Uni Bremen,Wissenschaftlicher Mitarbeiter,Universitätsschwerpunkt: Mathematisierung der Einzelwissenschaften,1980-1982,Universität Bielefeld,,Universität Bielefeld (Bielefeld),3300
"Huinink, Johannes",Uni Bremen,Diplom,Soziologie,1981,Universität Bielefeld,,Universität Bielefeld (Bielefeld),3300
"Huinink, Johannes",Uni Bremen,Wissenschaftlicher Mitarbeiter,Bevölkerungsforschung und Sozialpolitik,1982-1986,Universität Bielefeld,Fakultät für Soziologie,Fak. für Soziologie (Bielefeld),8592
"Huinink, Johannes",Uni Bremen,Promotion,Dr. rer. soc. in Soziologie,1986,Universität Bielefeld,,Universität Bielefeld (Bielefeld),3300
"Huinink, Johannes",Uni Bremen,Wissenschaftlicher Mitarbeiter,"Bildung, Arbeit und gesellschaftliche Entwicklung",1986-1994,Max-Planck-Institut für Bildungsforschung,,"Max-Planck-Institut für Bildungsforschung Forschungsbereich Bildung, Arbeit und gesellschaftliche Entwicklung (Berlin)",727328
"Huinink, Johannes",Uni Bremen,Habilitation,,1994,Freie Universität Berlin,,Freie Universität Berlin (Berlin),1255
"Huinink, Johannes",Uni Bremen,Ordentlicher Universitätsprofessor,"Soziologie mit dem Schwerpunkt ""Vergleichende Analyse von Gegenwartsgesellschaften""",1994-1998,Universität Leipzig,,Universität Leipzig (Leipzig),12411
"Huinink, Johannes",Uni Bremen,Ordentlicher Universitätsprofessor,Soziologie mit dem Schwerpunkt Bevölkerungs- und Familiensoziologie,1999-2003,Universität Rostock,,Universität Rostock (Rostock),12187
"Huinink, Johannes",Uni Bremen,Ordentlicher Universitätsprofessor,Empirische und angewandte Soziologie,2003-,Universität Bremen,Institut für empirische und angewandte Soziologie,EMPAS Institut für Empirische und Angewandte Soziologie (Bremen),10734
"Solga, Heike",WZB,Studium,Soziologie,1983/09-1988/03,Humboldt-Universität zu Berlin,,Humboldt-Universität Berlin (Berlin),12708
"Solga, Heike",WZB,Diplom,"Soziologie: Titel der Diplomarbeit: ""Soziale Interessenwidersprüche in technologischen Kommunikationsnetzen""",1988/07,Humboldt-Universität zu Berlin,,Humboldt-Universität Berlin (Berlin),12708
"Solga, Heike",WZB,Forschungsstudium,Soziologie,1988/03-1991/08,Humboldt-Universität zu Berlin,,Humboldt-Universität Berlin (Berlin),12708
"Solga, Heike",WZB,Fulbright-Stipendium,Soziologie,1990/08-1991/06,Stanford University,,Stanford University (Stanford),10388
"Solga, Heike",WZB,Master of Arts,,1991/06,Stanford University,,Stanford University (Stanford),10388
"Solga, Heike",WZB,Wissenschaftliche Mitarbeiterin,"Forschungsschwerpunkt ""Sozialer Wandel und Vermittlungsprozesse""",1991/09-1991/12,Wissenschaftszentrum für Sozialforschung Berlin,,Wissenschaftszentrum Berlin für Sozialforschung gGmbH (Berlin),8779
"Solga, Heike",Uni Göttingen,Promotionsstipendium,Bildungsforschung,1992/01-1995/01,Max-Planck-Institut für Bildungsforschung,,"Max-Planck-Institut für Bildungsforschung Forschungsbereich Bildung, Arbeit und gesellschaftliche Entwicklung (Berlin)",727328
"Solga, Heike",WZB,Dr. phil,"Titel der Dissertation: ""Auf dem Weg in eine klassenlose Gesellschaft? Klassenlagen und Mobilität zwischen Generationen in der DDR""",1994/12,Max-Planck-Institut für Bildungsforschung,,"Max-Planck-Institut für Bildungsforschung Forschungsbereich Bildung, Arbeit und gesellschaftliche Entwicklung (Berlin)",727328
"Solga, Heike",Uni Göttingen,Wissenschaftliche Mitarbeiterin,"Forschungsbereich ""Bildung, Arbeit und gesellschaftliche Entwicklung""",1995/02-1999/06,Max-Planck-Institut für Bildungsforschung,,"Max-Planck-Institut für Bildungsforschung Forschungsbereich Bildung, Arbeit und gesellschaftliche Entwicklung (Berlin)",727328
"Solga, Heike",Uni Göttingen,Leiterin,"Selbstständige Nachwuchsgruppe ""Ausbildungslosigkeit: Bedingungen und Folgen mangelnder Berufsausbildung""",1999/07-2005/05,Max-Planck-Institut für Bildungsforschung,,"Max-Planck-Institut für Bildungsforschung Forschungsbereich Bildung, Arbeit und gesellschaftliche Entwicklung (Berlin)",727328
"Solga, Heike",WZB,Gastprofessur,,2003,ETH Zürich,,Eidgenössische Technische Hochschule Zürich (Zürich),937
"Solga, Heike",WZB,Gastprofessur,,2003,Universität Zürich,,Universität Zürich (Zürich),3354
"Solga, Heike",WZB,Habilitation,"Titel der Habilitationsschrift: ""Ohne Abschluss in die Bildungsgesellschaft. Die ERwerbschancen gering qualifizierter Personen aus soziologischer und ökonomischer Perspektive""",2003/12,Humboldt-Universität zu Berlin,,Humboldt-Universität Berlin (Berlin),12708
"Solga, Heike",WZB,Gastprofessorin und Visiting Fellow,Inequality and the Life Course,2004,Yale University ,,Yale University (New Haven),3552
"Solga, Heike",Uni Göttingen,Professur,"Soziologie, Schwerpunkt: Vergleich moderner Gegenwartsgesellschaften",2004/10-2005/03,Universität Leipzig,Institut für Soziologie,Institut für Soziologie (Leipzig),12929
"Solga, Heike",Uni Göttingen,Professur,"Soziologie, Schwerpunkt: Empirische Sozialstrukturanalyse",2005/04-2008/04,Universität Göttingen ,,Georg-August-Universität Göttingen (Göttingen),9292
"Solga, Heike",Uni Göttingen,Kommissarische Leiterin ,"Abteilung ""Ausbildung und Arbeitsmarkt""",2007/10-2008/04,Wissenschaftszentrum Berlin,"Wissenschaftszentrum Berlin für Sozialforschung gGmbH Schwerpunkt Bildung, Arbeit und Lebenschancen Abt. Ausbildung und Arbeitsmarkt ","Wissenschaftszentrum Berlin für Sozialforschung gGmbH Schwerpunkt Bildung, Arbeit und Lebenschancen Abt. Ausbildung und Arbeitsmarkt (Berlin)",31491
"Solga, Heike",Uni Göttingen,Direktorin,Soziologisches Forschungsinstitut,2006/10-2010/03,Universität Göttingen ,Soziologisches Forschungsinstitut,Soziologisches Forschungsinstitut Göttingen e.V. an der Georg-August-Universität (Göttingen),2899
"Solga, Heike",Uni Göttingen,Professur,"Soziologie mit Schwerpunkt: Arbeit, Arbeismarkt und Beschäftigung",2008/05-,Freie Universität Berlin,,Freie Universität Berlin (Berlin),1255
"Solga, Heike",Uni Göttingen,Direktorin,"Abteilung ""Ausbildung und Arbeitsmarkt""",2008/05-,Wissenschaftszentrum Berlin,"Wissenschaftszentrum Berlin für Sozialforschung gGmbH Schwerpunkt Bildung, Arbeit und Lebenschancen Abt. Ausbildung und Arbeitsmarkt ","Wissenschaftszentrum Berlin für Sozialforschung gGmbH Schwerpunkt Bildung, Arbeit und Lebenschancen Abt. Ausbildung und Arbeitsmarkt (Berlin)",31491
"Solga, Heike",WZB,PI,,2008/08-2013/12,Universität Bamberg,,Otto-Friedrich-Universität Bamberg (Bamberg),3295
"Solga, Heike",WZB,PI,,2014/01-,Leibniz-Institut für Bildungsverläufe,,Leibniz-Institut für Bildungsverläufe e.V. an der Otto-Friedrich-Universität Bamberg (Bamberg),70800
"Solga, Heike",WZB,DIW Research Fellow,,2013/04,DIW Berlin,,Deutsches Institut für Wirtschaftsforschung -DIW Berlin- (Berlin),879
"Prenzel, Manfred",Technische Universität München,Studium,"Pädagogik, Psychologie, Soziologie, Anthropologie und Humangenetik",1971-1976,Ludwig-Maximilians-Universität München,,Ludwig-Maximilians-Universität München (München),3339
"Prenzel, Manfred",Technische Universität München,M.A.,Hauptfach Pädagogik mit den Nebenfächern Psychologie und Soziologie,1976,Ludwig-Maximilians-Universität München,,Ludwig-Maximilians-Universität München (München),3339
"Prenzel, Manfred",Technische Universität München,Wissenschaftliche Hilfskraft,,1976-1977,Staatsinstitut für Frühpädagogik,,Staatsinstitut für Frühpädagogik (München),25246
"Prenzel, Manfred",Technische Universität München,Wissenschaftliche Hilfskraft,,1978-1980,Ludwig-Maximilians-Universität München,Fakultät für Psychologie und Pädagogik,Fak. für Psychologie und Pädagogik (München),3842
"Prenzel, Manfred",Technische Universität München,Promotion,Dr. phil im Hauptfach Pädagogi mit den Nebenfächern Psychologie und Soziologie,1980,Ludwig-Maximilians-Universität München,Fakultät für Psychologie und Pädagogik,Fak. für Psychologie und Pädagogik (München),3842
"Prenzel, Manfred",Technische Universität München,Akademischer Rat a.Z.,,1981-1987,Ludwig-Maximilians-Universität München,Fakultät für Psychologie und Pädagogik,Fak. für Psychologie und Pädagogik (München),3842
"Prenzel, Manfred",Technische Universität München,Habilitation,"Lehrbefähigung und Lehrbefugnis für ""Pädagogik und Pädagogische Psychologie""",1987,Ludwig-Maximilians-Universität München,Fakultät für Psychologie und Pädagogik,Fak. für Psychologie und Pädagogik (München),3842
"Prenzel, Manfred",Technische Universität München,Akademischer Oberrat a.Z.,,1987-1991,Ludwig-Maximilians-Universität München,Fakultät für Psychologie und Pädagogik,Fak. für Psychologie und Pädagogik (München),3842
"Prenzel, Manfred",Technische Universität München,Vertretung Lehrstuhl,Erziehungswissenschaften,1988/1989,Albert-Ludwigs-Universität Freiburg,Fakultät für Erziehungswissenschaften,Institut für Erziehungswissenschaft Abt. Unterrichtsforschung und Weiterbildung (Freiburg im Breisgau),18616
"Prenzel, Manfred",Technische Universität München,Akademischer Rat auf Lebenszeit,,1992,Ludwig-Maximilians-Universität München,Fakultät für Psychologie und Pädagogik,Fak. für Psychologie und Pädagogik (München),3842
"Prenzel, Manfred",Technische Universität München,Professur,Pädagogische Psychologie,1993-1997,Universität Regensburg,Fakultät Pädagogische Psychologie,Institut für Psychologie Lehrstuhl für Psychologie 06 Pädagogische Psychologie und Medienpsychologie (Regensburg),24850
"Prenzel, Manfred",Technische Universität München,Professur,Pädagogik,1997-2009,Leibniz-Institut für die Pädagogik der Naturwissenschaften ,Fachbereich Erziehungswissenschaften,"Leibniz-Institut für die Pädagogik der Naturwissenschaften und Mathematik an der Christian-Albrechts-Universität zu Kiel Abt. Erziehungswissenschaft, Pädagogisch-Psychologische Methodenlehre (Kiel)",301
"Prenzel, Manfred",Technische Universität München,Gastprofessur,,1999,Universität Fribourg,,Universität Fribourg (Fribourg),9436
"Prenzel, Manfred",Technische Universität München,Geschäftsführender Direktor,,2000-2009,Leibniz-Institut für die Pädagogik der Naturwissenschaften ,,Leibniz-Institut für die Pädagogik der Naturwissenschaften und Mathematik an der Christian-Albrechts-Universität zu Kiel (Kiel),1678
"Prenzel, Manfred",Technische Universität München,Gastprofessur,,2003,Universität Klagenfurt,,Universität Klagenfurt (Klagenfurt),3317
"Prenzel, Manfred",Technische Universität München,Gastprofessur,,2006,Universität Zürich,,Universität Zürich (Zürich),3354
"Prenzel, Manfred",Technische Universität München,Vorsitzender,Evaluationskommission ,2007,Universität Ulm,Zentrum für Neurowissenschaften und Lernen,Transferzentrum für Neurowissenschaften und Lernen (Ulm),31249
"Prenzel, Manfred",Technische Universität München,Vorsitzender,der Strukturkommision für die Lehrerbildung,2008,Universität Flensburg,,Europa-Universität Flensburg (Flensburg),2675
"Prenzel, Manfred",Technische Universität München,Susanne Klatten-Stiftungslehrstuhl,Empirische Bildungsforschung,2009-,Technische Universität München,,Susanne Klatten-Stiftungslehrstuhl für Empirische Bildungsforschung (München),69991
"Prenzel, Manfred",Technische Universität München,Dekan,,2009-,TUM School of Education,,TUM School of Education (München),69990
"Prenzel, Manfred",Technische Universität München,Vorstandsvorsitzender ,Internationale Bildungsvergleichsstudien,2010-,Zentrum für internationale Bildungsvergleichsstudien,,Zentrum für internationale Bildungsvergleichsstudien e.V. an der Technischen Universität München (München),727582
"Prenzel, Manfred",Technische Universität München,Präsident,,2012-2014,Gesellschaft für empirische Bildungsforschung,,n,n
"Schroer, Markus",Universität Marburg,Studium,"Deutsche Philologie, Sozialwissenschaften und Geschichte",1984-1992,Universität Münster,,Westfälische Wilhelms-Universität Münster (Münster),3340
